CustomerID,Recency,Frequency,Monetary,Return_Rate,Cluster
12430.0,43,1,256.4,0.0,0
12431.0,36,18,6416.39,1.0953456288680452,0
12432.0,43,5,5059.32,0.0,0
12433.0,1,7,13375.87,0.0,0
12434.0,85,4,765.19,5.079762820353785,0
12435.0,80,2,7829.89,0.0,0
12436.0,100,1,509.01,0.0,0
12437.0,2,19,4896.66,1.1057456360915376,0
12438.0,14,2,2906.85,0.0,0
12441.0,367,1,173.55,0.0,1
12442.0,3,1,172.06,0.0,0
12444.0,21,5,5005.46,0.0,0
12445.0,22,1,133.4,0.0,0
12446.0,58,1,1002.3100000000001,0.0,0
12447.0,243,1,476.49,0.0,1
12448.0,44,1,449.45,0.0,0
12449.0,22,4,4067.29,0.0,0
12450.0,156,2,197.88,0.0,1
12451.0,11,6,8933.52,1.1288780280492987,0
12452.0,17,3,428.57,0.4645005457881413,0
12453.0,134,1,707.09,0.0,0
12454.0,53,2,5.684341886080802e-14,99.99999999999999,0
12455.0,73,6,2466.86,0.0,0
12456.0,44,4,3153.89,0.8534944546437643,0
12457.0,58,12,1917.78,18.849202151292932,0
12458.0,71,2,947.4,0.0,0
12461.0,94,2,826.88,0.0,0
12462.0,2,4,1124.01,5.512823745996521,0
12463.0,46,7,1303.63,3.059980071089695,0
12464.0,10,8,1212.05,0.0,0
12465.0,8,3,733.89,1.1183120225279242,0
12468.0,143,3,724.0400000000001,0.7538997176302875,1
12471.0,2,49,18740.92,5.463717050754008,0
12472.0,31,13,6229.48,5.213394176299545,0
12473.0,29,9,2848.23,27.68328445747801,0
12474.0,17,30,7116.47,3.5158267792331395,0
12475.0,54,1,723.38,0.0,0
12476.0,1,20,6546.58,3.958676255277697,0
12477.0,23,9,13117.01,0.7770954648124698,0
12478.0,4,1,680.99,0.0,0
12479.0,4,3,477.3,9.465098634294385,0
12480.0,28,4,3281.63,0.0,0
12481.0,23,11,5590.86,0.09756411356033966,0
12483.0,17,13,2327.13,6.352163800111067,0
12484.0,33,8,4495.27,1.0227402834168553,0
12488.0,10,3,1298.66,0.0,0
12489.0,336,1,334.93,0.0,1
12490.0,5,10,5417.93,0.0,0
12491.0,39,1,460.40000000000003,0.0,0
12492.0,63,2,263.21000000000004,0.0,0
12493.0,166,3,416.79,3.90787107483746,1
12494.0,10,13,1139.3500000000001,8.56672819195891,0
12497.0,82,1,1043.1,0.0,0
12498.0,21,3,403.70000000000005,0.0,0
12500.0,23,13,4206.27,1.210713463697385,0
12501.0,315,2,2089.68,3.6743047584804946,1
12502.0,96,5,3723.87,0.0,0
12503.0,338,1,-1126.0,0.0,1
12504.0,18,4,114.0,76.35100093351312,0
12505.0,301,1,-4.5,0.0,1
12506.0,233,1,73.5,0.0,1
12507.0,134,4,1258.06,3.5828971267847427,0
12508.0,26,2,398.27,0.0,0
12509.0,284,1,176.5,0.0,1
12510.0,143,2,982.5699999999999,0.0,1
12512.0,66,2,138.03,0.0,0
12513.0,85,2,586.79,4.164693200934198,0
12514.0,267,1,1017.68,0.0,1
12515.0,353,1,383.7,0.0,1
12516.0,78,2,1312.06,0.0,0
12517.0,28,6,2464.89,1.5162775087500597,0
12518.0,1,5,2056.89,0.0,0
12519.0,64,1,340.84,0.0,0
12520.0,79,6,2582.51,1.9644985688580474,0
12521.0,143,1,599.68,0.0,1
12522.0,39,2,192.72,0.0,0
12523.0,2,13,1745.57,2.4695910647736863,0
12524.0,9,8,4485.72,0.0,0
12526.0,1,3,1316.66,0.0,0
12527.0,82,3,348.71000000000004,0.0,0
12528.0,9,8,1922.28,0.5792664004799636,0
12530.0,60,5,1623.63,2.3251197150901173,0
12531.0,15,1,125.22,0.0,0
12532.0,30,1,349.83000000000004,0.0,0
12534.0,131,1,1089.18,0.0,0
12535.0,92,2,716.35,0.0,0
12536.0,8,5,4106.82,67.41092365156489,0
12538.0,29,1,363.95,0.0,0
12539.0,22,5,3852.5,30.814334587445106,0
12540.0,20,19,13309.039999999999,0.6805848253464116,0
12541.0,30,3,981.18,0.0,0
12544.0,30,2,355.7,4.561309364099812,0
12545.0,75,2,1000.39,0.0,0
12546.0,47,3,1141.5,1.7219113215669393,0
12547.0,198,2,207.79999999999998,0.0,1
12548.0,166,1,95.19999999999999,0.0,1
12550.0,79,1,964.83,0.0,0
12551.0,358,1,168.0,0.0,1
12552.0,39,2,437.82,0.0,0
12553.0,8,14,3652.25,1.0841539644880667,0
12556.0,50,2,603.71,0.0,0
12557.0,16,5,11990.960000000001,0.0,0
12558.0,2,2,1.0658141036401503e-14,100.0,0
12559.0,311,3,536.21,4.53970910256182,1
12560.0,5,4,2101.39,1.5285776542752845,0
12561.0,303,1,238.85,0.0,1
12562.0,8,7,3781.7400000000002,0.0,0
12564.0,261,1,456.9,0.0,1
12565.0,282,2,131.17,10.108278508771932,1
12566.0,73,2,346.7,1.407649651642258,0
12567.0,23,11,9114.94,3.045755471595357,0
12569.0,2,35,4064.9900000000002,1.4473815001854689,0
12571.0,40,2,519.61,0.0,0
12572.0,9,3,1004.72,1.5385821524470316,0
12573.0,227,1,160.54000000000002,0.0,1
12574.0,316,1,218.45,0.0,1
12576.0,36,6,1306.98,0.6725792845580358,0
12577.0,35,4,595.4,9.48616600790514,0
12578.0,21,4,2753.36,1.4725300678830993,0
12579.0,73,3,410.72,6.743562962626583,0
12580.0,247,1,415.7,0.0,1
12581.0,40,1,197.71,0.0,0
12582.0,239,2,511.36,0.0,1
12583.0,3,18,7187.34,1.291513421906287,0
12584.0,4,18,1893.95,18.997925710497615,0
12585.0,234,4,1982.81,2.808195676682516,1
12586.0,17,2,179.94000000000003,8.632070681425814,0
12587.0,8,1,144.0,0.0,0
12588.0,39,1,214.89999999999998,0.0,0
12589.0,29,2,646.68,0.0,0
12590.0,190,3,9861.38,0.029196310721736857,1
12591.0,317,1,452.84999999999997,0.0,1
12592.0,92,2,437.6,0.0,0
12593.0,109,3,418.09999999999997,0.0,0
12594.0,38,11,3320.2200000000003,0.5392095188453726,0
12596.0,51,2,618.27,0.0,0
12597.0,19,5,3683.13,3.3608660743803824,0
12598.0,10,9,3002.68,0.6748084734773807,0
12599.0,29,7,1032.58,0.0,0
12600.0,29,11,2581.04,0.6925634080275794,0
12601.0,190,6,569.5600000000001,1.2996915398745363,1
12602.0,59,1,153.12,0.0,0
12603.0,22,1,739.1999999999999,0.0,0
12604.0,79,2,254.18,0.0,0
12605.0,365,1,-7.5,0.0,1
12607.0,58,2,3.552713678800501e-15,100.0,0
12609.0,78,3,1126.85,0.0,0
12610.0,23,7,2057.99,1.9790049248883088,0
12611.0,52,1,1193.32,0.0,0
12612.0,58,2,643.59,8.5861598772797,0
12613.0,31,6,3218.98,3.7495739120554483,0
12614.0,278,1,315.6,0.0,1
12615.0,2,4,2291.19,0.0,0
12616.0,85,5,657.25,7.857843824477779,0
12617.0,29,1,355.53,0.0,0
12618.0,22,1,177.31,0.0,0
12619.0,16,13,3214.81,11.711120387560282,0
12620.0,15,3,1339.41,0.0,0
12621.0,2,23,13612.07,0.5668507714210789,0
12622.0,232,1,180.1,0.0,1
12623.0,276,1,305.1,0.0,1
12624.0,106,2,641.13,0.0,0
12625.0,212,3,2614.32,2.589592446587327,1
12626.0,23,13,6388.35,3.5062412393059113,0
12627.0,11,7,4478.53,0.0,0
12628.0,4,4,769.61,2.1425120158685758,0
12630.0,10,2,1270.88,0.0,0
12631.0,57,1,640.5,0.0,0
12633.0,59,5,2140.63,1.0790303052708436,0
12635.0,90,2,1689.18,0.0,0
12637.0,67,10,5953.25,1.1400056460585533,0
12638.0,33,1,671.69,0.0,0
12639.0,239,1,486.1,0.0,1
12640.0,24,3,1174.58,0.0,0
12641.0,115,1,185.9,0.0,0
12642.0,25,3,1013.26,0.0,0
12643.0,128,6,3344.64,0.0,0
12644.0,130,1,477.91,0.0,0
12645.0,34,5,1755.38,1.1153798488040647,0
12646.0,5,2,1346.97,0.0,0
12647.0,22,13,3669.92,1.420965826980622,0
12648.0,155,1,318.05,0.0,1
12649.0,107,4,603.71,3.1755705602155535,0
12650.0,3,1,314.44,0.0,0
12651.0,335,1,114.0,0.0,1
12652.0,322,2,914.53,0.5924041826996239,1
12653.0,149,2,2209.85,0.0,1
12654.0,11,5,601.98,0.0,0
12656.0,17,8,3982.72,1.6896353399141484,0
12657.0,11,5,1152.06,29.88838715174235,0
12658.0,19,1,686.05,0.0,0
12659.0,30,1,91.68,0.0,0
12660.0,11,1,245.1,0.0,0
12662.0,1,12,3817.08,0.8493991864470175,0
12664.0,8,10,4863.88,0.3687104148401845,0
12665.0,325,2,61.75,1.984126984126984,1
12666.0,359,1,-227.44,0.0,1
12667.0,58,1,620.13,0.0,0
12668.0,7,6,3743.18,1.680259511708233,0
12669.0,151,4,1607.73,41.409897122116014,1
12670.0,10,6,2986.15,0.3304350728459138,0
12672.0,330,1,225.89999999999998,0.0,1
12673.0,5,2,610.52,0.0,0
12674.0,12,7,1919.31,2.6027605805338476,0
12676.0,25,6,1331.39,0.0,0
12678.0,42,13,17588.26,0.2280403393149487,0
12679.0,52,9,1058.67,4.8831108156187675,0
12680.0,1,4,862.81,0.0,0
12681.0,15,27,13677.59,0.7974591551502297,0
12682.0,4,31,12288.22,0.0,0
12683.0,4,20,8221.09,3.0139549369615306,0
12684.0,8,7,2283.63,0.0,0
12685.0,28,6,2863.08,0.0,0
12686.0,372,1,89.14,0.0,1
12688.0,114,1,4873.8099999999995,0.0,0
12689.0,26,2,1247.61,0.0,0
12690.0,206,1,389.01,0.0,1
12691.0,28,6,1035.8,0.0,0
12693.0,121,6,830.96,2.9150261125585635,0
12694.0,70,2,869.67,0.0,0
12695.0,7,4,582.1,0.0,0
12697.0,21,5,939.02,1.9392433087229397,0
12700.0,8,6,4867.99,1.4574928289328521,0
12701.0,80,2,797.71,0.0,0
12702.0,20,1,219.0,0.0,0
12703.0,64,2,274.7,3.121142655616294,0
12704.0,7,10,2220.84,5.126364894653202,0
12705.0,15,14,6814.24,0.7869498812659338,0
12707.0,292,1,603.42,0.0,1
12708.0,30,16,2616.32,3.560383499636922,0
12709.0,3,26,9294.1,4.5439232908677845,0
12710.0,97,4,1130.57,1.6057161755234897,0
12712.0,23,17,4241.63,3.514454759072184,0
12713.0,1,1,848.55,0.0,0
12714.0,9,5,4708.86,0.0,0
12715.0,106,1,353.86,0.0,0
12716.0,4,2,1053.49,0.0,0
12717.0,151,3,980.98,4.849754602417118,1
12718.0,71,1,238.25,0.0,0
12719.0,5,3,608.1,5.713621210946586,0
12720.0,3,29,5713.28,1.1839017041612114,0
12721.0,32,7,2628.98,1.0221638248127913,0
12722.0,85,6,904.33,9.352164630173512,0
12723.0,4,5,725.07,0.0,0
12724.0,5,4,1031.41,0.0,0
12725.0,371,1,427.8,0.0,1
12726.0,28,7,2609.1,0.0,0
12727.0,11,9,3947.7,0.8289999246363705,0
12728.0,71,4,836.33,0.0,0
12729.0,114,1,453.01,0.0,0
12731.0,24,14,18793.41,0.5424454286668384,0
12732.0,180,1,236.26000000000002,0.0,1
12733.0,234,1,383.95,0.0,1
12734.0,353,1,110.39999999999999,0.0,1
12735.0,315,2,779.5699999999999,0.0,1
12736.0,333,1,234.0,0.0,1
12738.0,372,1,155.35,0.0,1
12739.0,78,2,1013.04,0.0,0
12740.0,64,1,427.6,0.0,0
12743.0,134,2,546.43,0.0,0
12744.0,52,10,9120.39,57.13959441315946,0
12747.0,2,11,4196.01,0.0,0
12748.0,1,223,29072.1,13.783117480478047,3
12749.0,4,8,3868.2,5.443327596996245,0
12750.0,129,1,275.88,0.0,0
12752.0,81,1,4366.78,0.0,0
12753.0,4,11,21024.01,1.891701070352446,0
12754.0,236,5,2949.12,2.0466729109786965,1
12755.0,250,4,2203.2,42.20280958564514,1
12756.0,87,1,112.07999999999998,0.0,0
12757.0,16,19,4227.7,46.19261559608507,0
12758.0,117,2,2791.59,0.0,0
12759.0,52,3,1531.44,0.0,0
12762.0,8,2,1898.52,0.0,0
12763.0,138,2,494.08,0.0,0
12764.0,317,1,1693.88,0.0,1
12766.0,4,7,6989.63,0.0,0
12769.0,239,1,1143.6,0.0,1
12770.0,211,1,1351.45,0.0,1
12772.0,60,1,892.47,0.0,0
12775.0,17,6,1351.24,2.5107500505035927,0
12778.0,20,7,804.23,2.1891684808386946,0
12779.0,21,12,3868.7,2.8296863383366486,0
12781.0,21,5,707.72,14.396303553717008,0
12782.0,5,6,2273.32,2.471127280215537,0
12783.0,2,8,1603.87,27.94542456792952,0
12784.0,9,2,574.42,0.0,0
12785.0,3,2,305.71,2.0003205641929798,0
12787.0,10,3,463.66,0.0,0
12789.0,65,1,91.85,0.0,0
12790.0,192,1,324.92,0.0,1
12791.0,374,1,192.60000000000002,0.0,1
12792.0,257,1,400.53999999999996,0.0,1
12793.0,335,2,545.48,0.0,1
12794.0,53,2,860.41,0.0,0
12795.0,19,1,430.48,0.0,0
12797.0,360,3,194.18,23.56020942408377,1
12798.0,10,3,6977.04,0.0,0
12802.0,184,2,412.58,3.508115440385425,1
12808.0,37,3,483.65000000000003,0.0,0
12809.0,168,2,484.36,1.011628619893319,1
12811.0,261,3,514.85,0.0,1
12812.0,45,1,229.64000000000001,0.0,0
12814.0,102,1,125.92,0.0,0
12815.0,148,2,1063.46,0.0,1
12816.0,96,2,572.2,0.0,0
12817.0,281,1,166.04,0.0,1
12818.0,178,2,1517.88,1.5693089852666529,1
12820.0,3,4,942.34,0.0,0
12821.0,214,1,92.72,0.0,1
12822.0,71,3,918.98,3.151083382514122,0
12823.0,75,5,1759.5,0.0,0
12824.0,60,1,397.12,0.0,0
12826.0,3,8,1468.1200000000001,0.44754258435499616,0
12827.0,6,3,430.15000000000003,0.0,0
12828.0,3,6,1018.71,0.0,0
12829.0,322,3,253.05,13.63481228668942,1
12830.0,38,7,6748.4,0.9720249345526689,0
12831.0,262,1,215.05,0.0,1
12832.0,32,2,383.03,0.0,0
12833.0,145,1,417.38,0.0,1
12834.0,283,1,312.38,0.0,1
12836.0,59,4,2612.86,0.0,0
12837.0,173,1,134.1,0.0,1
12838.0,34,2,683.13,0.0,0
12839.0,3,16,5583.62,0.1394994473675739,0
12840.0,144,6,2714.27,0.4584178350209222,0
12841.0,5,26,3876.4,3.628475890959266,0
12842.0,70,2,1118.99,0.0,0
12843.0,66,9,1680.76,1.263026799666326,0
12844.0,29,2,325.96000000000004,0.0,0
12845.0,267,4,354.09,0.0,1
12847.0,22,1,871.54,0.0,0
12849.0,31,2,1050.8899999999999,0.0,0
12851.0,97,1,135.18,0.0,0
12852.0,290,2,299.75,3.787514042689777,1
12853.0,108,9,1881.7,3.8526391088855956,0
12854.0,79,5,1289.15,2.668931672329181,0
12855.0,373,1,38.1,0.0,1
12856.0,8,8,2162.68,0.7913098127004079,0
12857.0,211,2,1106.4,0.0,1
12863.0,52,2,504.2,3.261703760552571,0
12864.0,138,1,147.12,0.0,1
12865.0,26,3,1548.07,1.285525720079325,0
12866.0,283,1,559.12,0.0,1
12867.0,26,10,3986.22,1.2534618833636377,0
12868.0,186,6,1607.0600000000002,0.0,1
12870.0,366,1,-14.899999999999999,0.0,1
12871.0,84,2,380.64,0.0,0
12872.0,327,2,599.97,0.0,1
12873.0,282,1,374.0,0.0,1
12875.0,143,2,343.2300000000001,0.0,1
12876.0,58,2,2218.02,0.0,0
12877.0,4,12,1535.77,0.0,0
12878.0,18,3,841.64,1.5614217710148657,0
12879.0,45,4,552.5699999999999,3.6024562995010645,0
12881.0,276,1,298.0,0.0,1
12882.0,9,2,1463.04,0.0,0
12883.0,25,4,703.47,0.0,0
12884.0,88,1,309.05,0.0,0
12885.0,63,4,1158.27,1.4422831469852453,0
12886.0,68,3,1351.09,1.9812826465467208,0
12888.0,214,4,313.77,11.39444256184344,1
12890.0,24,1,380.46999999999997,0.0,0
12891.0,186,3,331.0,0.0,1
12893.0,31,1,188.14,0.0,0
12895.0,42,3,347.3,6.840128755364806,0
12897.0,205,2,216.5,0.0,1
12901.0,9,36,16293.1,7.711557480398809,0
12902.0,265,1,138.68,0.0,1
12904.0,18,2,509.58,0.0,0
12906.0,12,5,2919.81,0.0,0
12908.0,59,4,246.0,67.2,0
12909.0,40,8,2128.83,2.287634198846085,0
12910.0,23,8,3075.04,0.0,0
12912.0,3,5,1662.3,0.0,0
12913.0,5,5,2483.63,0.0,0
12915.0,149,2,363.65,0.0,1
12916.0,139,5,2982.35,0.7917103271626498,0
12917.0,128,1,594.0,0.0,0
12919.0,8,8,1301.44,2.5277301357859177,0
12920.0,17,1,164.23,0.0,0
12921.0,4,50,16389.74,1.1897807270594178,0
12922.0,161,1,405.38,0.0,1
12923.0,64,1,176.97,0.0,0
12924.0,88,5,929.95,0.4016279318839027,0
12925.0,5,2,694.05,0.0,0
12928.0,35,5,2062.7000000000003,0.0,0
12929.0,122,2,105.1,10.818837505303353,0
12930.0,78,4,409.9,1.418951418951419,0
12931.0,22,20,33462.81,20.432656869561413,0
12933.0,24,4,606.28,0.2057511563214985,0
12935.0,2,8,2156.45,0.1966955153422502,0
12936.0,17,5,1012.9,4.793683616881285,0
12937.0,15,4,1504.27,0.0,0
12938.0,26,1,114.14,0.0,0
12939.0,64,8,11581.8,0.0,0
12940.0,46,4,876.29,4.077544497230553,0
12942.0,131,3,683.9,0.0,0
12943.0,301,1,-3.75,0.0,1
12944.0,36,2,604.51,0.0,0
12945.0,288,1,462.95,0.0,1
12947.0,144,11,1407.29,12.263168722997026,0
12948.0,16,8,2053.7,0.5448073803239788,0
12949.0,31,10,4143.02,0.5807228800015357,0
12950.0,2,3,1843.0,0.0,0
12951.0,9,8,1042.07,2.067533151014501,0
12952.0,6,5,1382.8400000000001,0.3566822069621485,0
12953.0,10,1,329.85,0.0,0
12955.0,1,14,4734.26,0.48137964667995187,0
12956.0,306,1,108.07,0.0,1
12957.0,4,12,3979.04,0.9582978638669434,0
12962.0,7,2,266.39,0.0,0
12963.0,8,9,1841.03,0.8402320333076595,0
12965.0,89,1,771.91,0.0,0
12966.0,10,1,160.18,0.0,0
12967.0,3,4,1194.75,28.066108736227346,0
12968.0,112,1,135.95,0.0,0
12970.0,7,4,452.24,0.0,0
12971.0,4,89,10930.26,2.3203939978069528,3
12974.0,198,1,144.8,0.0,1
12976.0,212,1,738.6,0.0,1
12977.0,156,1,39.239999999999995,0.0,1
12980.0,156,12,7092.06,3.8351706463816457,0
12981.0,30,2,372.21999999999997,0.0,0
12982.0,240,2,377.2,3.415783274440518,1
12984.0,19,1,97.5,0.0,0
12985.0,1,3,1215.6200000000001,1.9170875760460873,0
12987.0,74,3,545.0,2.4521209951673524,0
12988.0,292,1,535.32,0.0,1
12989.0,3,19,6854.51,1.0051833376419494,0
12990.0,31,3,409.5,0.0,0
12991.0,23,2,503.76,0.0,0
12993.0,23,4,414.76,0.0,0
12994.0,4,5,902.22,7.409535929065496,0
12995.0,78,2,200.72,5.016089343176225,0
12997.0,22,7,1197.94,2.35962474223443,0
12999.0,196,3,455.88,0.0,1
13000.0,107,3,534.85,0.0,0
13001.0,4,15,9797.92,0.21285653469561516,0
13002.0,318,1,120.94999999999999,0.0,1
13003.0,106,3,149.05,0.0,0
13004.0,12,22,5613.43,0.7510727716671588,0
13005.0,174,3,468.95,8.711310103173057,1
13006.0,56,1,81.57,0.0,0
13008.0,323,2,178.46999999999997,22.22512746764283,1
13011.0,372,1,50.550000000000004,0.0,1
13012.0,9,11,1311.6200000000001,21.07423097289751,0
13013.0,1,15,4786.99,0.49782371012733473,0
13014.0,3,16,3365.43,2.9094591319801055,0
13015.0,53,5,3346.28,0.0,0
13016.0,73,3,789.89,0.0,0
13017.0,7,1,204.0,0.0,0
13018.0,16,29,7272.75,0.06801599406405871,0
13021.0,4,12,2584.4,1.2222995130676735,0
13023.0,64,2,689.9,0.0,0
13026.0,1,8,936.15,4.020054133858268,0
13027.0,114,6,6912.0,0.0,0
13028.0,23,3,659.68,0.24798887074336182,0
13029.0,31,3,1247.5,0.0,0
13030.0,11,2,799.48,0.0,0
13032.0,39,3,996.52,1.352234255281237,0
13033.0,357,1,190.55,0.0,1
13034.0,55,2,642.77,0.0,0
13035.0,58,3,886.63,3.823708074803662,0
13037.0,138,3,881.07,0.0,0
13038.0,80,3,908.46,0.0,0
13040.0,9,2,676.99,0.0,0
13043.0,254,2,471.57,8.684791448820727,1
13044.0,291,1,560.47,0.0,1
13045.0,99,1,305.28000000000003,0.0,0
13046.0,31,2,629.31,0.0,0
13047.0,32,18,3079.1,4.89383914947769,0
13048.0,14,5,1805.91,1.6340670294295472,0
13049.0,64,2,656.6800000000001,0.0,0
13050.0,9,28,5684.61,2.608423021967291,0
13052.0,212,1,348.15000000000003,0.0,1
13055.0,64,4,1201.96,1.0251891865185563,0
13058.0,25,3,271.40000000000003,0.0,0
13059.0,250,1,183.4,0.0,1
13060.0,254,1,307.53,0.0,1
13061.0,72,1,248.61,0.0,0
13062.0,191,1,346.98,0.0,1
13064.0,13,4,1119.49,0.0,0
13065.0,373,1,205.86,0.0,1
13066.0,24,3,430.9,8.474936278674596,0
13067.0,82,1,115.46000000000001,0.0,0
13068.0,10,2,344.0,0.0,0
13069.0,1,27,3717.82,16.192077761647568,0
13070.0,192,1,228.8,0.0,1
13072.0,267,1,177.15,0.0,1
13075.0,130,1,919.61,0.0,0
13077.0,1,4,729.27,0.0,0
13078.0,1,43,12432.28,1.5494213624708384,0
13079.0,4,5,220.10000000000002,0.0,0
13080.0,179,1,58.08,0.0,1
13081.0,1,21,27964.48,1.3159297013344209,0
13082.0,126,10,3595.48,0.5022650354352824,0
13083.0,4,2,303.75,0.0,0
13085.0,158,3,272.38,34.53662757162084,1
13089.0,3,118,57385.88,2.4478192657885147,3
13090.0,9,18,8689.39,2.48495649109734,0
13091.0,21,2,319.82,7.518362153721589,0
13092.0,71,6,459.83,3.7670301153129775,0
13093.0,267,13,7741.47,1.1618301761768637,1
13094.0,21,16,1708.8600000000001,11.334910653134923,0
13095.0,71,1,74.39999999999999,0.0,0
13097.0,33,14,5893.32,1.9482831482658447,0
13098.0,1,41,28658.88,0.7740343267397076,0
13099.0,99,1,207.35999999999999,0.0,0
13101.0,234,1,101.19,0.0,1
13102.0,1,27,6336.29,1.3667305408236807,0
13103.0,40,1,243.94,0.0,0
13104.0,3,6,1098.48,0.0,0
13106.0,129,2,59.5,22.22222222222222,0
13107.0,44,5,1524.07,0.4929421135790862,0
13108.0,373,1,350.06,0.0,1
13109.0,3,5,766.84,2.5046405777201417,0
13110.0,31,8,1452.8700000000001,2.4048311580135286,0
13113.0,1,40,10510.0,14.175777154261487,0
13115.0,9,14,2205.63,3.884903999511936,0
13116.0,117,2,485.19,3.182743345173006,0
13117.0,22,8,984.91,0.0,0
13118.0,20,7,1125.0,6.078593433015253,0
13120.0,239,1,30.599999999999998,0.0,1
13121.0,269,2,254.73,10.220984739012442,1
13122.0,94,2,922.39,0.0,0
13124.0,90,3,3866.33,0.0,0
13126.0,5,10,2056.29,2.0646396525118593,0
13127.0,78,1,259.17,0.0,0
13130.0,94,1,64.0,0.0,0
13131.0,23,4,1039.3,3.167800242243548,0
13132.0,262,1,77.3,0.0,1
13133.0,274,2,109.8,0.0,1
13134.0,73,7,1740.63,2.952196166326565,0
13135.0,197,1,3096.0,0.0,1
13136.0,50,11,2545.38,2.3864765053056245,0
13137.0,11,9,3605.08,1.2417783207913633,0
13138.0,22,6,962.39,0.0,0
13139.0,16,8,5055.79,0.18065367013232142,0
13140.0,108,3,423.72,0.0,0
13141.0,85,6,2385.8,0.12349555206698064,0
13142.0,19,1,307.09,0.0,0
13144.0,333,1,110.95,0.0,1
13145.0,40,5,614.77,0.6062859729677295,0
13146.0,26,1,228.91,0.0,0
13147.0,10,4,712.8000000000001,0.0,0
13148.0,29,17,3348.48,9.674356373680917,0
13149.0,14,4,1676.06,0.0,0
13151.0,203,2,1250.3700000000001,0.5962460349638674,1
13153.0,6,1,486.22,0.0,0
13154.0,144,1,-611.86,0.0,1
13155.0,33,4,971.76,0.0,0
13157.0,49,5,1721.57,1.1285190843201893,0
13158.0,95,4,1201.06,0.0,0
13159.0,9,5,1379.75,4.040755294363112,0
13160.0,22,1,91.8,0.0,0
13161.0,313,1,112.75,0.0,1
13162.0,122,5,1644.99,2.5647252545475006,0
13165.0,46,2,1021.48,0.0,0
13166.0,282,2,414.7,0.5992329817833174,1
13167.0,19,4,791.33,0.0,0
13168.0,36,5,1310.14,0.6860270317391733,0
13169.0,64,2,712.88,0.0,0
13170.0,27,1,116.00999999999999,0.0,0
13171.0,8,5,426.81,8.881108430648363,0
13173.0,4,2,353.65,0.0,0
13174.0,16,3,2817.03,0.0,0
13176.0,46,1,492.84,0.0,0
13177.0,65,1,282.45,0.0,0
13178.0,26,11,5725.47,0.0,0
13182.0,45,1,121.18,0.0,0
